Start_Date,Data Value,Date,year,month,Disease,Count
01/01/2015,19.72,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,22.7,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,22.7,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,22.7,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,22.28,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,22.28,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,22.28,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,19.74,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,19.74,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,19.74,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,17.08,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,17.08,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,17.08,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,17.16,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,17.16,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,17.16,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,25.18,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,25.18,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,25.18,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,21.14,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,21.14,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,21.14,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,21.39,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,21.39,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,21.39,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,27.4,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,27.4,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,27.4,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,66.9,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,66.9,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,66.9,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,17.08,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,17.08,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,17.08,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,22.95,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,22.95,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,22.95,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,19.1,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,19.1,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,19.1,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,20.12,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,20.12,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,20.12,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,21.11,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,21.11,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,21.11,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,21.29,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,21.29,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,21.29,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,124.6,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,124.6,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,124.6,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,167.2,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,167.2,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,167.2,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,22.4,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,22.4,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,22.4,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,21.26,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,21.26,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,21.26,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,15.8,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,15.8,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,15.8,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,194.7,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,194.7,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,194.7,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,84.2,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,84.2,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,84.2,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,44.5,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,44.5,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,44.5,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,14.2,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,14.2,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,14.2,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,69.6,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,69.6,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,69.6,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,19.26,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,19.26,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,19.26,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,105.2,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,105.2,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,105.2,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,19.4,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,19.4,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,19.4,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,6.7,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,6.7,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,6.7,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,9.3,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,9.3,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,9.3,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,39.0,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,39.0,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,39.0,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,104.6,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,104.6,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,104.6,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,71.4,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,71.4,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,71.4,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,23.2,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,23.2,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,23.2,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,13.2,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,13.2,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,13.2,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,32.9,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,32.9,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,32.9,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,8.91,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,8.91,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,8.91,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,8.8,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,8.8,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,8.8,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,9.6,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,9.6,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,9.6,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,9.85,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,9.85,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,9.85,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,11.9,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,11.9,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,11.9,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,9.29,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,9.29,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,9.29,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,48.4,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,48.4,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,48.4,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,12.7,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,12.7,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,12.7,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,12.28,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,12.28,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,12.28,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,20.3,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,20.3,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,20.3,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,10.31,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,10.31,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,10.31,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,8.34,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,8.34,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,8.34,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,1.2,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,1.2,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,1.2,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,6.9,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,6.9,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,6.9,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,8.5,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,8.5,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,8.5,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,7.62,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,7.62,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,7.62,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,1.7,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,1.7,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,1.7,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,4.7,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,4.7,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,4.7,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,9.0,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,9.0,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,9.0,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,10.5,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,10.5,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,10.5,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,31.23,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,31.23,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,31.23,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,26.27,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,26.27,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,26.27,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,41.5,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,41.5,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,41.5,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,9.83,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,9.83,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,9.83,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,1.1,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,1.1,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,1.1,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,0.3,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,0.3,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,0.3,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,26.8,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,26.8,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,26.8,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,8.2,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,8.2,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,8.2,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,14.1,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,14.1,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,14.1,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,60.2,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,60.2,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,60.2,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,11.39,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,11.39,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,11.39,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,8.6,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,8.6,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,8.6,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,9.44,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,9.44,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,9.44,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,8.91,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,8.91,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,8.91,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,17.8,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,17.8,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,17.8,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,9.6,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,9.6,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,9.6,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,10.19,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,10.19,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,10.19,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,8.19,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,8.19,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,8.19,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,9.17,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,9.17,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,9.17,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,10.2,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,10.2,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,10.2,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,8.01,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,8.01,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,8.01,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,11.72,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,11.72,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,11.72,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,10.6,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,10.6,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,10.6,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,18.78,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,18.78,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,18.78,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,9.36,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,9.36,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,9.36,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,9.78,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,9.78,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,9.78,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,7.16,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,7.16,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,7.16,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,7.9,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,7.9,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,7.9,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,8.05,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,8.05,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,8.05,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,0.2,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,0.2,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,0.2,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,14.1,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,14.1,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,14.1,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,10.0,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,10.0,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,10.0,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,10.2,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,10.2,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,10.2,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,8.2,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,8.2,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,8.2,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,8.05,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,8.05,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,8.05,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,14.21,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,14.21,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,14.21,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,17.4,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,17.4,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,17.4,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,9.3,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,9.3,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,9.3,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,18.68,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,18.68,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,18.68,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,7.56,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,7.56,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,7.56,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,20.08,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,20.08,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,20.08,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,23.86,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,23.86,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,23.86,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,8.51,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,8.51,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,8.51,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,9.61,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,9.61,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,9.61,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,8.0,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,8.0,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,8.0,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,10.21,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,10.21,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,10.21,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,18.68,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,18.68,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,18.68,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,9.17,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,9.17,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,9.17,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,7.82,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,7.82,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,7.82,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,36.2,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,36.2,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,36.2,2015-01-01,2015,1,other_diseases_of_respiratory,3797
01/01/2015,20.4,2015-01-01,2015,1,influenza_and_pneumonia,10005
01/01/2015,20.4,2015-01-01,2015,1,chronic_lower_respiratory,16769
01/01/2015,20.4,2015-01-01,2015,1,other_diseases_of_respiratory,3797
