Start_Date,Data Value,Date
12/01/2010,25.3,2010-12-01
12/01/2008,26.93,2008-12-01
01/01/2015,19.09,2015-01-01
01/01/2015,19.76,2015-01-01
12/01/2008,22.83,2008-12-01
01/01/2020,16.19,2020-01-01
12/01/2008,38.16,2008-12-01
12/01/2010,34.96,2010-12-01
12/01/2010,30.1,2010-12-01
12/01/2012,20.23,2012-12-01
12/01/2012,23.73,2012-12-01
12/01/2014,26.0,2014-12-01
01/01/2021,18.04,2021-01-01
12/01/2010,28.44,2010-12-01
06/01/2009,18.95,2009-06-01
06/01/2009,15.22,2009-06-01
12/01/2010,25.7,2010-12-01
12/01/2012,16.36,2012-12-01
01/01/2021,11.41,2021-01-01
01/01/2017,21.25,2017-01-01
12/01/2014,30.4,2014-12-01
01/01/2021,21.61,2021-01-01
12/01/2010,36.79,2010-12-01
06/01/2009,31.63,2009-06-01
12/01/2012,29.27,2012-12-01
12/01/2014,26.28,2014-12-01
01/01/2021,20.21,2021-01-01
12/01/2009,28.86,2009-12-01
06/01/2017,13.39,2017-06-01
06/01/2018,11.97,2018-06-01
12/01/2009,23.87,2009-12-01
06/01/2017,14.14,2017-06-01
12/01/2018,26.69,2018-12-01
06/01/2014,13.55,2014-06-01
12/01/2018,18.32,2018-12-01
06/01/2014,15.4,2014-06-01
12/01/2018,19.11,2018-12-01
06/01/2014,16.64,2014-06-01
12/01/2018,24.36,2018-12-01
12/01/2010,25.56,2010-12-01
01/01/2020,18.08,2020-01-01
06/01/2009,23.0,2009-06-01
12/01/2012,21.54,2012-12-01
01/01/2021,18.52,2021-01-01
06/01/2009,21.39,2009-06-01
12/01/2014,25.7,2014-12-01
12/01/2010,26.24,2010-12-01
06/01/2009,18.59,2009-06-01
12/01/2010,30.92,2010-12-01
12/01/2012,22.32,2012-12-01
01/01/2017,23.65,2017-01-01
12/01/2010,28.23,2010-12-01
06/01/2014,19.54,2014-06-01
01/01/2015,23.15,2015-01-01
12/01/2018,24.69,2018-12-01
12/01/2016,26.27,2016-12-01
06/01/2018,16.37,2018-06-01
06/01/2018,11.69,2018-06-01
06/01/2017,13.02,2017-06-01
12/01/2013,18.97,2013-12-01
06/01/2017,14.37,2017-06-01
06/01/2018,13.05,2018-06-01
12/01/2009,26.48,2009-12-01
12/01/2011,25.17,2011-12-01
12/01/2013,19.8,2013-12-01
01/01/2015,18.62,2015-01-01
12/01/2018,20.53,2018-12-01
01/01/2020,14.81,2020-01-01
12/01/2008,27.13,2008-12-01
12/01/2010,25.75,2010-12-01
01/01/2015,21.27,2015-01-01
06/01/2014,17.0,2014-06-01
01/01/2015,16.0,2015-01-01
12/01/2018,18.62,2018-12-01
01/01/2020,13.11,2020-01-01
01/01/2017,21.19,2017-01-01
01/01/2021,20.55,2021-01-01
12/01/2010,25.48,2010-12-01
12/01/2010,27.72,2010-12-01
12/01/2014,22.69,2014-12-01
01/01/2017,16.98,2017-01-01
12/01/2014,29.3,2014-12-01
01/01/2021,20.37,2021-01-01
12/01/2014,26.84,2014-12-01
01/01/2017,20.14,2017-01-01
12/01/2010,29.44,2010-12-01
06/01/2009,20.38,2009-06-01
12/01/2012,19.48,2012-12-01
12/01/2014,25.17,2014-12-01
01/01/2021,16.42,2021-01-01
01/01/2017,19.03,2017-01-01
01/01/2021,16.92,2021-01-01
12/01/2016,23.78,2016-12-01
06/01/2018,11.47,2018-06-01
06/01/2020,9.8,2020-06-01
12/01/2009,28.63,2009-12-01
12/01/2013,22.2,2013-12-01
06/01/2018,15.84,2018-06-01
12/01/2016,25.91,2016-12-01
12/01/2013,19.45,2013-12-01
06/01/2020,11.03,2020-06-01
12/01/2009,28.09,2009-12-01
12/01/2011,23.5,2011-12-01
06/01/2020,16.58,2020-06-01
06/01/2017,22.95,2017-06-01
12/01/2016,30.24,2016-12-01
06/01/2017,13.77,2017-06-01
12/01/2016,25.04,2016-12-01
12/01/2009,26.54,2009-12-01
06/01/2018,11.47,2018-06-01
12/01/2011,19.46,2011-12-01
12/01/2013,17.63,2013-12-01
12/01/2011,15.89,2011-12-01
12/01/2016,24.02,2016-12-01
12/01/2011,27.76,2011-12-01
12/01/2009,30.23,2009-12-01
12/01/2010,32.21,2010-12-01
06/01/2009,23.2,2009-06-01
12/01/2012,22.28,2012-12-01
12/01/2010,30.26,2010-12-01
12/01/2014,24.99,2014-12-01
01/01/2021,16.12,2021-01-01
06/01/2009,21.15,2009-06-01
12/01/2014,23.33,2014-12-01
12/01/2012,18.58,2012-12-01
01/01/2017,18.72,2017-01-01
01/01/2021,15.66,2021-01-01
12/01/2012,32.1,2012-12-01
06/01/2009,35.65,2009-06-01
01/01/2021,21.83,2021-01-01
06/01/2009,35.28,2009-06-01
01/01/2015,20.85,2015-01-01
06/01/2018,13.62,2018-06-01
06/01/2020,13.16,2020-06-01
12/01/2009,24.39,2009-12-01
06/01/2017,14.97,2017-06-01
12/01/2011,23.5,2011-12-01
06/01/2020,10.82,2020-06-01
06/01/2017,13.75,2017-06-01
12/01/2013,17.0,2013-12-01
06/01/2017,10.26,2017-06-01
12/01/2009,26.12,2009-12-01
12/01/2016,24.86,2016-12-01
12/01/2016,24.81,2016-12-01
06/01/2018,12.77,2018-06-01
12/01/2013,23.86,2013-12-01
06/01/2017,18.89,2017-06-01
12/01/2016,28.51,2016-12-01
01/01/2021,20.55,2021-01-01
01/01/2017,21.12,2017-01-01
01/01/2021,14.77,2021-01-01
06/01/2009,17.94,2009-06-01
12/01/2010,25.99,2010-12-01
12/01/2014,23.37,2014-12-01
12/01/2014,26.21,2014-12-01
01/01/2017,20.56,2017-01-01
01/01/2021,18.56,2021-01-01
12/01/2010,30.54,2010-12-01
12/01/2008,27.71,2008-12-01
12/01/2010,25.3,2010-12-01
12/01/2008,31.8,2008-12-01
06/01/2014,21.27,2014-06-01
01/01/2020,19.36,2020-01-01
06/01/2014,16.43,2014-06-01
12/01/2018,24.22,2018-12-01
12/01/2008,24.11,2008-12-01
12/01/2010,23.86,2010-12-01
01/01/2020,13.02,2020-01-01
12/01/2013,19.75,2013-12-01
06/01/2017,13.39,2017-06-01
12/01/2010,33.62,2010-12-01
06/01/2009,28.43,2009-06-01
12/01/2014,27.42,2014-12-01
06/01/2018,14.4,2018-06-01
06/01/2017,14.14,2017-06-01
06/01/2017,13.08,2017-06-01
06/01/2018,11.98,2018-06-01
06/01/2018,12.84,2018-06-01
06/01/2020,12.14,2020-06-01
12/01/2011,26.68,2011-12-01
06/01/2018,15.84,2018-06-01
06/01/2014,14.16,2014-06-01
12/01/2014,25.37,2014-12-01
01/01/2017,18.87,2017-01-01
01/01/2021,18.03,2021-01-01
12/01/2014,22.67,2014-12-01
01/01/2020,19.63,2020-01-01
12/01/2008,14.55,2008-12-01
12/01/2010,14.15,2010-12-01
12/01/2018,13.88,2018-12-01
01/01/2020,16.19,2020-01-01
12/01/2008,27.13,2008-12-01
12/01/2008,31.95,2008-12-01
12/01/2010,29.3,2010-12-01
06/01/2014,20.87,2014-06-01
12/01/2018,25.25,2018-12-01
01/01/2020,19.62,2020-01-01
12/01/2010,16.17,2010-12-01
12/01/2011,28.89,2011-12-01
12/01/2009,30.21,2009-12-01
12/01/2010,23.32,2010-12-01
12/01/2010,19.21,2010-12-01
12/01/2008,20.22,2008-12-01
01/01/2015,16.52,2015-01-01
12/01/2010,25.24,2010-12-01
12/01/2008,26.29,2008-12-01
01/01/2020,18.94,2020-01-01
01/01/2020,18.59,2020-01-01
12/01/2018,23.64,2018-12-01
12/01/2014,23.05,2014-12-01
12/01/2009,28.09,2009-12-01
12/01/2011,23.5,2011-12-01
12/01/2011,20.3,2011-12-01
12/01/2011,22.78,2011-12-01
12/01/2013,18.82,2013-12-01
06/01/2018,12.77,2018-06-01
12/01/2016,24.81,2016-12-01
06/01/2020,9.35,2020-06-01
12/01/2011,26.18,2011-12-01
06/01/2017,16.21,2017-06-01
12/01/2016,27.47,2016-12-01
06/01/2020,14.49,2020-06-01
06/01/2017,16.75,2017-06-01
06/01/2018,15.38,2018-06-01
12/01/2012,20.23,2012-12-01
12/01/2010,26.24,2010-12-01
12/01/2010,28.44,2010-12-01
06/01/2009,18.49,2009-06-01
12/01/2010,19.33,2010-12-01
12/01/2008,19.92,2008-12-01
06/01/2014,12.11,2014-06-01
12/01/2018,18.04,2018-12-01
01/01/2020,14.82,2020-01-01
12/01/2010,31.48,2010-12-01
06/01/2009,21.87,2009-06-01
06/01/2017,11.34,2017-06-01
06/01/2018,10.37,2018-06-01
06/01/2020,8.64,2020-06-01
12/01/2016,20.47,2016-12-01
06/01/2017,16.36,2017-06-01
06/01/2018,11.69,2018-06-01
12/01/2011,25.92,2011-12-01
06/01/2017,16.69,2017-06-01
06/01/2017,16.21,2017-06-01
01/01/2021,16.03,2021-01-01
06/01/2009,23.14,2009-06-01
01/01/2021,19.04,2021-01-01
12/01/2014,21.77,2014-12-01
01/01/2017,15.45,2017-01-01
01/01/2021,14.76,2021-01-01
01/01/2015,25.77,2015-01-01
12/01/2018,26.54,2018-12-01
01/01/2015,23.25,2015-01-01
06/01/2014,16.63,2014-06-01
12/01/2008,23.62,2008-12-01
01/01/2015,19.16,2015-01-01
12/01/2008,21.33,2008-12-01
12/01/2010,20.44,2010-12-01
12/01/2018,19.26,2018-12-01
01/01/2020,15.54,2020-01-01
12/01/2010,20.59,2010-12-01
01/01/2020,16.48,2020-01-01
12/01/2018,18.66,2018-12-01
06/01/2014,13.55,2014-06-01
06/01/2014,17.27,2014-06-01
12/01/2018,26.69,2018-12-01
01/01/2020,19.63,2020-01-01
12/01/2010,20.79,2010-12-01
12/01/2010,14.86,2010-12-01
12/01/2014,26.39,2014-12-01
06/01/2009,22.28,2009-06-01
01/01/2021,16.03,2021-01-01
12/01/2014,25.56,2014-12-01
06/01/2018,14.02,2018-06-01
06/01/2017,15.17,2017-06-01
12/01/2011,24.12,2011-12-01
01/01/2021,22.28,2021-01-01
01/01/2021,22.13,2021-01-01
12/01/2010,30.22,2010-12-01
12/01/2009,17.87,2009-12-01
12/01/2016,24.33,2016-12-01
06/01/2020,11.77,2020-06-01
12/01/2011,23.32,2011-12-01
06/01/2017,13.95,2017-06-01
06/01/2009,23.88,2009-06-01
01/01/2015,29.29,2015-01-01
01/01/2020,22.65,2020-01-01
01/01/2020,15.83,2020-01-01
01/01/2020,16.77,2020-01-01
01/01/2020,16.98,2020-01-01
01/01/2020,18.5,2020-01-01
01/01/2020,15.59,2020-01-01
06/01/2014,23.49,2014-06-01
12/01/2010,21.82,2010-12-01
06/01/2017,23.8,2017-06-01
12/01/2009,26.34,2009-12-01
12/01/2011,25.3,2011-12-01
06/01/2020,14.19,2020-06-01
12/01/2010,32.92,2010-12-01
06/01/2009,26.42,2009-06-01
01/01/2021,18.28,2021-01-01
12/01/2008,25.14,2008-12-01
12/01/2010,23.56,2010-12-01
01/01/2015,19.72,2015-01-01
01/01/2020,16.07,2020-01-01
01/01/2021,18.78,2021-01-01
06/01/2009,19.35,2009-06-01
12/01/2010,29.4,2010-12-01
12/01/2012,19.03,2012-12-01
01/01/2017,21.96,2017-01-01
01/01/2021,25.23,2021-01-01
12/01/2009,28.06,2009-12-01
06/01/2017,13.75,2017-06-01
06/01/2018,12.34,2018-06-01
06/01/2020,10.66,2020-06-01
06/01/2017,13.34,2017-06-01
06/01/2017,14.37,2017-06-01
06/01/2018,13.05,2018-06-01
12/01/2011,28.09,2011-12-01
12/01/2013,23.86,2013-12-01
12/01/2010,30.47,2010-12-01
12/01/2012,20.57,2012-12-01
06/01/2009,21.39,2009-06-01
01/01/2021,15.1,2021-01-01
01/01/2015,22.7,2015-01-01
06/01/2014,14.13,2014-06-01
12/01/2018,20.31,2018-12-01
06/01/2018,15.93,2018-06-01
12/01/2008,39.87,2008-12-01
12/01/2010,33.16,2010-12-01
01/01/2017,22.64,2017-01-01
06/01/2009,37.13,2009-06-01
12/01/2014,32.14,2014-12-01
01/01/2020,18.77,2020-01-01
12/01/2008,26.09,2008-12-01
12/01/2008,34.83,2008-12-01
12/01/2010,32.3,2010-12-01
12/01/2018,27.38,2018-12-01
12/01/2010,20.48,2010-12-01
12/01/2008,24.79,2008-12-01
12/01/2010,23.32,2010-12-01
06/01/2014,18.26,2014-06-01
01/01/2015,22.28,2015-01-01
12/01/2018,23.89,2018-12-01
01/01/2015,19.74,2015-01-01
12/01/2018,21.76,2018-12-01
12/01/2010,21.62,2010-12-01
06/01/2014,13.79,2014-06-01
01/01/2015,17.08,2015-01-01
12/01/2018,18.52,2018-12-01
01/01/2015,17.16,2015-01-01
01/01/2015,25.18,2015-01-01
01/01/2020,20.54,2020-01-01
12/01/2014,26.96,2014-12-01
12/01/2010,33.65,2010-12-01
06/01/2020,15.07,2020-06-01
06/01/2014,12.52,2014-06-01
01/01/2020,13.68,2020-01-01
12/01/2018,19.48,2018-12-01
06/01/2014,9.15,2014-06-01
06/01/2017,16.98,2017-06-01
12/01/2016,27.5,2016-12-01
12/01/2011,24.95,2011-12-01
06/01/2020,16.72,2020-06-01
06/01/2018,21.99,2018-06-01
12/01/2011,31.62,2011-12-01
12/01/2009,33.64,2009-12-01
06/01/2018,21.54,2018-06-01
06/01/2017,15.92,2017-06-01
12/01/2016,26.54,2016-12-01
06/01/2017,16.3,2017-06-01
12/01/2016,26.77,2016-12-01
12/01/2012,16.8,2012-12-01
01/01/2021,14.25,2021-01-01
06/01/2009,30.87,2009-06-01
12/01/2014,28.69,2014-12-01
12/01/2013,17.12,2013-12-01
06/01/2020,9.18,2020-06-01
12/01/2013,13.98,2013-12-01
01/01/2017,21.15,2017-01-01
12/01/2012,17.64,2012-12-01
12/01/2009,10.3,2009-12-01
06/01/2020,6.98,2020-06-01
12/01/2013,9.04,2013-12-01
12/01/2016,8.11,2016-12-01
12/01/2009,11.4,2009-12-01
12/01/2016,8.09,2016-12-01
12/01/2009,10.14,2009-12-01
06/01/2009,10.77,2009-06-01
12/01/2016,8.98,2016-12-01
06/01/2018,9.41,2018-06-01
12/01/2016,9.36,2016-12-01
06/01/2018,10.11,2018-06-01
12/01/2011,11.18,2011-12-01
12/01/2009,11.47,2009-12-01
06/01/2018,10.01,2018-06-01
12/01/2011,8.39,2011-12-01
12/01/2013,8.61,2013-12-01
12/01/2010,23.56,2010-12-01
06/01/2014,15.06,2014-06-01
06/01/2014,11.12,2014-06-01
12/01/2018,18.66,2018-12-01
12/01/2008,22.93,2008-12-01
12/01/2010,22.21,2010-12-01
12/01/2018,20.41,2018-12-01
12/01/2010,33.16,2010-12-01
12/01/2011,25.6,2011-12-01
12/01/2013,21.57,2013-12-01
06/01/2018,14.92,2018-06-01
06/01/2020,13.96,2020-06-01
12/01/2016,28.05,2016-12-01
12/01/2013,25.72,2013-12-01
06/01/2020,14.09,2020-06-01
12/01/2012,19.65,2012-12-01
06/01/2009,18.49,2009-06-01
12/01/2012,36.08,2012-12-01
12/01/2010,42.24,2010-12-01
12/01/2014,33.9,2014-12-01
01/01/2017,30.31,2017-01-01
01/01/2021,21.3,2021-01-01
12/01/2012,20.69,2012-12-01
06/01/2009,15.52,2009-06-01
06/01/2018,9.85,2018-06-01
06/01/2017,10.79,2017-06-01
06/01/2020,7.95,2020-06-01
06/01/2017,10.12,2017-06-01
12/01/2011,9.57,2011-12-01
06/01/2018,8.89,2018-06-01
12/01/2016,7.91,2016-12-01
12/01/2011,8.94,2011-12-01
12/01/2016,8.14,2016-12-01
06/01/2018,8.33,2018-06-01
12/01/2010,12.41,2010-12-01
01/01/2021,6.98,2021-01-01
12/01/2009,11.65,2009-12-01
12/01/2011,10.72,2011-12-01
06/01/2018,8.84,2018-06-01
12/01/2013,9.99,2013-12-01
12/01/2016,8.66,2016-12-01
06/01/2017,10.22,2017-06-01
12/01/2011,10.32,2011-12-01
12/01/2013,10.31,2013-12-01
12/01/2016,8.55,2016-12-01
06/01/2020,7.93,2020-06-01
12/01/2009,9.89,2009-12-01
06/01/2018,8.53,2018-06-01
06/01/2009,11.02,2009-06-01
12/01/2010,14.29,2010-12-01
12/01/2012,9.9,2012-12-01
06/01/2020,7.52,2020-06-01
06/01/2020,7.24,2020-06-01
12/01/2016,8.3,2016-12-01
12/01/2009,9.97,2009-12-01
06/01/2020,6.94,2020-06-01
12/01/2009,10.26,2009-12-01
12/01/2013,8.97,2013-12-01
12/01/2016,7.61,2016-12-01
06/01/2018,11.64,2018-06-01
06/01/2017,10.66,2017-06-01
12/01/2009,10.34,2009-12-01
12/01/2011,9.33,2011-12-01
06/01/2020,6.81,2020-06-01
12/01/2009,9.41,2009-12-01
01/01/2015,21.14,2015-01-01
12/01/2018,22.24,2018-12-01
01/01/2020,14.15,2020-01-01
01/01/2015,21.39,2015-01-01
06/01/2020,16.39,2020-06-01
12/01/2016,28.69,2016-12-01
06/01/2018,16.91,2018-06-01
12/01/2013,20.6,2013-12-01
06/01/2017,16.22,2017-06-01
12/01/2011,22.8,2011-12-01
06/01/2017,13.52,2017-06-01
12/01/2016,23.91,2016-12-01
12/01/2011,21.43,2011-12-01
12/01/2009,22.79,2009-12-01
12/01/2013,18.34,2013-12-01
06/01/2017,12.78,2017-06-01
12/01/2013,18.89,2013-12-01
12/01/2016,24.97,2016-12-01
06/01/2009,17.24,2009-06-01
12/01/2010,26.39,2010-12-01
12/01/2012,17.44,2012-12-01
01/01/2017,17.42,2017-01-01
12/01/2012,19.07,2012-12-01
06/01/2017,8.52,2017-06-01
06/01/2018,7.83,2018-06-01
12/01/2016,8.62,2016-12-01
06/01/2017,9.87,2017-06-01
06/01/2018,9.31,2018-06-01
06/01/2009,12.17,2009-06-01
01/01/2017,8.98,2017-01-01
01/01/2021,7.67,2021-01-01
12/01/2014,11.07,2014-12-01
01/01/2017,8.87,2017-01-01
12/01/2014,10.18,2014-12-01
06/01/2017,10.42,2017-06-01
12/01/2013,9.46,2013-12-01
12/01/2016,8.17,2016-12-01
06/01/2017,9.85,2017-06-01
06/01/2020,7.35,2020-06-01
12/01/2011,9.0,2011-12-01
12/01/2016,7.53,2016-12-01
06/01/2018,7.89,2018-06-01
06/01/2020,6.79,2020-06-01
12/01/2011,9.12,2011-12-01
12/01/2013,8.92,2013-12-01
12/01/2009,9.77,2009-12-01
06/01/2020,7.08,2020-06-01
06/01/2018,8.26,2018-06-01
12/01/2011,8.91,2011-12-01
12/01/2016,8.04,2016-12-01
06/01/2020,7.18,2020-06-01
06/01/2017,8.29,2017-06-01
06/01/2018,7.88,2018-06-01
12/01/2013,8.45,2013-12-01
06/01/2017,8.62,2017-06-01
01/01/2017,7.77,2017-01-01
12/01/2010,12.46,2010-12-01
01/01/2021,6.45,2021-01-01
12/01/2010,13.1,2010-12-01
06/01/2020,7.95,2020-06-01
12/01/2009,11.5,2009-12-01
12/01/2016,7.91,2016-12-01
12/01/2014,29.21,2014-12-01
12/01/2009,29.06,2009-12-01
12/01/2013,23.76,2013-12-01
06/01/2018,16.41,2018-06-01
12/01/2013,20.88,2013-12-01
12/01/2009,24.96,2009-12-01
01/01/2021,14.7,2021-01-01
12/01/2010,28.88,2010-12-01
06/01/2009,18.96,2009-06-01
12/01/2014,23.58,2014-12-01
01/01/2017,7.53,2017-01-01
12/01/2010,13.49,2010-12-01
01/01/2017,8.09,2017-01-01
06/01/2017,11.02,2017-06-01
12/01/2016,9.5,2016-12-01
06/01/2018,10.77,2018-06-01
06/01/2020,7.37,2020-06-01
12/01/2016,8.54,2016-12-01
12/01/2013,8.95,2013-12-01
06/01/2017,8.81,2017-06-01
12/01/2016,8.02,2016-12-01
12/01/2009,9.65,2009-12-01
12/01/2014,11.52,2014-12-01
01/01/2017,9.36,2017-01-01
01/01/2021,6.8,2021-01-01
01/01/2017,8.38,2017-01-01
01/01/2021,7.06,2021-01-01
12/01/2014,9.15,2014-12-01
01/01/2021,6.72,2021-01-01
06/01/2017,9.14,2017-06-01
06/01/2020,6.98,2020-06-01
12/01/2009,10.61,2009-12-01
12/01/2013,9.63,2013-12-01
06/01/2017,9.75,2017-06-01
12/01/2016,8.3,2016-12-01
12/01/2013,9.82,2013-12-01
06/01/2020,7.44,2020-06-01
06/01/2018,10.03,2018-06-01
12/01/2011,9.01,2011-12-01
12/01/2013,8.44,2013-12-01
06/01/2017,8.59,2017-06-01
12/01/2016,7.83,2016-12-01
06/01/2018,8.08,2018-06-01
06/01/2020,6.7,2020-06-01
12/01/2011,9.23,2011-12-01
12/01/2009,10.13,2009-12-01
06/01/2018,8.36,2018-06-01
06/01/2020,6.82,2020-06-01
01/01/2021,17.46,2021-01-01
12/01/2011,22.7,2011-12-01
06/01/2018,12.23,2018-06-01
06/01/2009,27.58,2009-06-01
06/01/2017,29.95,2017-06-01
06/01/2018,30.69,2018-06-01
06/01/2009,10.1,2009-06-01
01/01/2017,7.05,2017-01-01
01/01/2021,6.29,2021-01-01
06/01/2009,20.72,2009-06-01
06/01/2018,24.92,2018-06-01
12/31/2015,28.4,2015-12-31
01/01/2018,26.65,2018-01-01
06/01/2013,18.06,2013-06-01
06/01/2020,15.06,2020-06-01
12/01/2016,27.28,2016-12-01
06/01/2020,13.98,2020-06-01
12/01/2009,20.98,2009-12-01
12/01/2008,16.84,2008-12-01
12/01/2010,33.65,2010-12-01
12/01/2012,26.5,2012-12-01
01/01/2021,19.17,2021-01-01
12/01/2012,11.51,2012-12-01
12/01/2011,28.9,2011-12-01
12/01/2011,15.76,2011-12-01
12/01/2012,12.54,2012-12-01
12/01/2010,20.26,2010-12-01
06/01/2009,8.44,2009-06-01
06/01/2018,8.05,2018-06-01
12/01/2013,9.63,2013-12-01
06/01/2017,9.75,2017-06-01
12/01/2012,8.69,2012-12-01
01/01/2017,7.52,2017-01-01
12/01/2014,10.56,2014-12-01
01/01/2017,8.33,2017-01-01
12/01/2011,10.39,2011-12-01
12/01/2013,8.88,2013-12-01
12/01/2016,7.64,2016-12-01
06/01/2017,8.76,2017-06-01
12/01/2009,7.94,2009-12-01
12/01/2011,6.72,2011-12-01
06/01/2020,6.27,2020-06-01
06/01/2018,8.38,2018-06-01
12/01/2010,14.3,2010-12-01
12/01/2012,9.4,2012-12-01
01/01/2017,7.25,2017-01-01
12/01/2011,8.28,2011-12-01
12/01/2013,8.46,2013-12-01
12/01/2011,9.54,2011-12-01
06/01/2017,9.27,2017-06-01
06/01/2020,7.31,2020-06-01
12/01/2016,6.87,2016-12-01
12/01/2012,16.67,2012-12-01
12/01/2010,32.68,2010-12-01
12/01/2012,22.84,2012-12-01
06/01/2009,23.83,2009-06-01
12/01/2013,20.52,2013-12-01
06/01/2020,10.82,2020-06-01
12/01/2009,24.73,2009-12-01
12/01/2013,17.08,2013-12-01
12/01/2016,22.83,2016-12-01
12/01/2011,26.65,2011-12-01
12/01/2009,28.98,2009-12-01
06/01/2020,11.93,2020-06-01
06/01/2020,30.6,2020-06-01
06/01/2017,27.48,2017-06-01
12/01/2013,9.07,2013-12-01
12/01/2016,7.92,2016-12-01
06/01/2017,9.07,2017-06-01
06/01/2018,8.36,2018-06-01
06/01/2017,7.91,2017-06-01
06/01/2018,7.36,2018-06-01
06/01/2020,6.52,2020-06-01
06/01/2020,7.12,2020-06-01
06/01/2020,7.12,2020-06-01
12/01/2009,9.27,2009-12-01
12/01/2010,12.43,2010-12-01
12/01/2014,9.15,2014-12-01
06/01/2020,6.74,2020-06-01
12/01/2014,10.76,2014-12-01
12/01/2014,10.9,2014-12-01
01/01/2021,7.61,2021-01-01
12/01/2014,10.98,2014-12-01
01/01/2021,7.66,2021-01-01
12/01/2010,14.64,2010-12-01
12/01/2012,10.9,2012-12-01
12/01/2009,10.05,2009-12-01
12/01/2011,9.16,2011-12-01
12/01/2013,8.87,2013-12-01
12/01/2011,11.65,2011-12-01
06/01/2020,7.83,2020-06-01
12/01/2013,10.85,2013-12-01
06/01/2017,10.19,2017-06-01
12/01/2011,8.0,2011-12-01
12/01/2016,7.37,2016-12-01
06/01/2017,8.22,2017-06-01
06/01/2020,6.54,2020-06-01
06/01/2018,7.76,2018-06-01
06/01/2020,7.38,2020-06-01
12/01/2009,9.02,2009-12-01
12/01/2016,7.17,2016-12-01
06/01/2020,6.55,2020-06-01
12/01/2016,9.4,2016-12-01
06/01/2017,10.85,2017-06-01
12/01/2014,27.38,2014-12-01
01/01/2021,18.8,2021-01-01
12/01/2013,21.21,2013-12-01
06/01/2018,16.57,2018-06-01
12/01/2009,9.15,2009-12-01
12/01/2014,26.22,2014-12-01
01/01/2021,19.0,2021-01-01
12/01/2012,22.49,2012-12-01
12/01/2014,25.54,2014-12-01
01/01/2017,20.97,2017-01-01
01/01/2021,18.12,2021-01-01
12/01/2010,28.32,2010-12-01
12/01/2012,16.87,2012-12-01
01/01/2021,14.09,2021-01-01
12/01/2013,8.87,2013-12-01
06/01/2018,8.17,2018-06-01
06/01/2020,6.74,2020-06-01
12/01/2009,9.45,2009-12-01
12/01/2011,8.31,2011-12-01
06/01/2017,8.54,2017-06-01
12/01/2016,7.61,2016-12-01
06/01/2020,6.6,2020-06-01
06/01/2017,8.14,2017-06-01
12/01/2011,8.04,2011-12-01
12/01/2013,8.39,2013-12-01
06/01/2017,8.25,2017-06-01
12/01/2016,7.4,2016-12-01
06/01/2020,6.53,2020-06-01
12/01/2011,8.3,2011-12-01
12/01/2009,8.86,2009-12-01
12/01/2014,8.04,2014-12-01
01/01/2017,6.79,2017-01-01
01/01/2021,6.26,2021-01-01
12/01/2014,8.12,2014-12-01
01/01/2017,6.85,2017-01-01
01/01/2021,6.27,2021-01-01
12/01/2016,7.95,2016-12-01
06/01/2020,6.87,2020-06-01
06/01/2009,9.67,2009-06-01
06/01/2020,7.22,2020-06-01
06/01/2018,8.25,2018-06-01
12/01/2013,9.49,2013-12-01
06/01/2009,10.37,2009-06-01
12/01/2010,13.35,2010-12-01
12/01/2012,8.66,2012-12-01
12/01/2012,8.26,2012-12-01
01/01/2017,7.08,2017-01-01
01/01/2021,6.33,2021-01-01
12/01/2016,7.95,2016-12-01
12/01/2011,8.21,2011-12-01
12/01/2009,9.48,2009-12-01
12/01/2013,8.22,2013-12-01
06/01/2009,22.9,2009-06-01
06/01/2017,26.65,2017-06-01
12/01/2016,7.57,2016-12-01
06/01/2020,6.58,2020-06-01
12/01/2009,9.65,2009-12-01
12/01/2011,8.75,2011-12-01
06/01/2018,8.28,2018-06-01
06/01/2020,6.73,2020-06-01
06/01/2017,27.0,2017-06-01
06/01/2020,28.66,2020-06-01
06/01/2017,31.69,2017-06-01
12/31/2015,24.91,2015-12-31
06/01/2021,14.5,2021-06-01
06/01/2013,15.24,2013-06-01
06/01/2012,16.03,2012-06-01
06/01/2013,13.57,2013-06-01
06/01/2012,15.29,2012-06-01
12/31/2015,17.23,2015-12-31
06/01/2021,9.18,2021-06-01
12/01/2008,28.35,2008-12-01
12/01/2017,23.61,2017-12-01
12/01/2017,24.62,2017-12-01
12/01/2013,23.85,2013-12-01
01/01/2019,14.19,2019-01-01
12/01/2017,23.13,2017-12-01
01/01/2019,21.4,2019-01-01
06/01/2016,20.89,2016-06-01
06/01/2010,18.08,2010-06-01
12/01/2020,22.38,2020-12-01
06/01/2011,16.19,2011-06-01
06/01/2010,16.69,2010-06-01
12/01/2015,21.35,2015-12-01
12/01/2020,21.06,2020-12-01
06/01/2016,13.19,2016-06-01
06/01/2015,21.68,2015-06-01
06/01/2019,16.8,2019-06-01
12/01/2019,24.28,2019-12-01
01/02/2012,43.52,2012-01-02
01/01/2015,27.4,2015-01-01
01/02/2012,82.3,2012-01-02
01/02/2012,111.6,2012-01-02
01/02/2012,85.94,2012-01-02
01/01/2015,66.9,2015-01-01
06/01/2015,14.82,2015-06-01
12/01/2019,25.93,2019-12-01
12/01/2009,19.76,2009-12-01
12/01/2012,21.02,2012-12-01
12/01/2019,21.25,2019-12-01
